utilisateur,sujet,date_h
1140,ProductPlacement,2023-05-13 14:37:09.453820
444,Horror,2023-08-21 18:02:20.093336
2658,MovieTheater,2024-04-30 20:14:12.696421
3654,MakeupArtist,2024-03-23 18:59:43.701484
3967,PerformanceCapture,2024-02-07 04:40:45.440417
1934,SocialMediaCampaign,2023-05-23 13:21:36.154243
1752,SoundtrackAlbum,2023-08-04 02:14:21.129791
2888,TrackingShot,2023-05-13 12:21:09.414613
1921,FilmAesthetics,2024-01-24 19:57:33.702024
916,Zoom,2024-01-20 18:14:29.651640
321,History,2023-06-21 01:19:14.041896
3543,FilmAesthetics,2023-05-11 20:54:06.731658
1144,Documentary,2023-09-06 21:25:37.023978
319,TeaserTrailer,2023-09-24 15:49:54.893770
2084,Director,2023-08-05 22:10:04.839435
3725,Soundtrack,2023-08-28 04:29:00.125218
105,ScreenplayBook,2023-05-24 19:16:39.217358
3235,Banter,2024-02-22 05:08:44.300433
2178,Showcase,2023-10-06 02:03:16.421031
3790,OnSet,2023-06-10 08:23:07.602471
3782,CharacterPoster,2023-06-19 02:19:33.684201
2688,Prequel,2024-04-15 21:29:44.785662
3124,Shot,2023-11-25 03:11:50.898678
3437,Conversation,2023-11-19 06:13:31.668993
3849,OfficialGuide,2024-03-06 18:24:49.652225
2129,FilmTheory,2023-07-08 10:37:16.168522
260,MovieMagic,2023-05-18 07:29:10.806180
41,FilmTheory,2024-03-22 07:24:07.290189
3606,FadeOut,2023-07-31 23:47:12.092329
404,DVD,2023-10-12 02:10:34.005445
1600,InternationalPoster,2024-04-26 18:41:18.563565
1705,Teaser,2023-12-23 18:38:13.788075
1559,Dialogue,2024-04-13 21:22:11.202066
1779,ViralMarketing,2024-02-03 03:11:16.978135
3474,Gala,2024-01-13 13:17:10.788470
3069,Piracy,2023-11-17 09:03:17.419352
2703,Panel,2023-08-27 10:14:21.276440
541,Romance,2024-02-13 14:19:19.370876
337,Stunt,2023-08-02 23:26:35.048297
1296,InternationalPoster,2023-11-07 06:33:35.107480
1685,Drama,2023-08-26 05:08:23.117866
1489,SocialMediaCampaign,2024-04-19 14:17:14.320088
2068,Roundtable,2023-09-15 02:37:58.851158
1451,FadeOut,2024-04-23 01:04:37.292876
1213,Flashback,2023-07-18 05:38:52.215477
2380,InternationalPoster,2023-08-02 03:15:11.632313
3991,ArtDirection,2023-10-27 03:42:24.624532
2488,RedBandTrailer,2024-01-01 02:43:51.359159
1740,NonDiegeticSound,2023-09-03 05:41:18.376423
1665,Sequel,2024-05-07 00:23:06.072577
1174,ScreenplayBook,2023-10-24 17:23:24.455816
844,Flashback,2023-07-13 00:05:06.552699
1785,CinemaScope,2023-08-20 04:49:01.293976
3235,Mono,2023-11-29 23:25:36.158273
392,MotionCapture,2024-02-26 10:32:00.994290
1753,CostumeDesign,2024-04-16 21:15:20.871802
2096,FilmAesthetics,2023-05-19 16:49:55.921287
3098,FilmNoir,2023-06-21 17:40:04.236352
1061,Convention,2023-08-03 20:30:22.319363
1655,Featurette,2024-04-18 05:48:43.311798
1667,Teaser,2023-05-26 14:24:57.733947
1705,AwardSeason,2023-07-07 02:43:18.260957
971,FilmCriticism,2023-07-15 16:39:41.862718
2188,FilmSemiotics,2023-09-01 12:38:16.814985
1977,Dolly,2024-01-23 12:47:12.099016
143,Tribute,2023-08-10 05:00:27.228057
2329,SetDecoration,2023-09-29 20:12:29.724994
3646,Disney,2023-12-08 02:09:07.257965
3613,PressConference,2023-10-19 07:40:25.989069
691,ActionPoster,2023-07-24 18:01:04.360401
3799,Dubbing,2023-09-03 09:41:49.583529
3014,PressConference,2024-02-19 06:48:14.511985
1138,Wardrobe,2023-09-18 00:51:53.098298
1146,StarWars,2024-02-10 19:38:57.679331
2482,VisualEffects,2024-02-27 23:25:15.666369
3221,FilmMaking,2024-02-13 03:51:29.428948
3884,ScienceFiction,2024-03-12 20:52:06.027390
3464,SoundEffect,2023-12-03 01:20:08.266398
3700,SplitScreen,2023-11-23 15:13:19.100549
2641,BoxOffice,2023-11-03 11:56:00.862947
400,Launch,2023-08-29 09:11:36.805941
743,SurroundSound,2023-09-06 21:39:00.286189
87,Presentation,2024-02-28 11:23:41.942309
2495,FilmForm,2023-07-09 06:13:42.857438
3969,CinemaTickets,2023-10-15 06:10:40.718921
177,Trailer,2024-04-30 13:19:01.018966
2293,TeaserPoster,2023-12-12 23:42:40.664648
3682,FilmMaking,2023-09-15 19:25:06.273088
3731,FilmLanguage,2024-02-15 02:45:15.033898
3527,Trailer,2023-08-22 22:35:24.646452
1797,Tarantino,2023-11-12 08:40:18.560328
1185,SneakPeek,2023-10-16 12:03:39.140759
3887,LongShot,2024-03-31 05:03:41.097155
3293,ScienceFiction,2024-03-22 00:42:00.695480
879,Director,2024-03-23 05:37:36.132288
1485,StaticShot,2023-07-10 12:20:12.657693
1346,ViralMarketing,2024-04-28 13:18:01.082073
2308,FilmTheory,2024-03-03 23:12:06.109341
116,TeaserTrailer,2023-11-24 23:12:30.996201
3838,FilmNarrative,2024-03-02 03:33:44.394256
2105,FilmGenre,2023-07-16 23:15:17.215868
3302,Teen,2023-07-17 08:25:48.401925
799,Gala,2024-01-08 03:51:52.473321
956,Cameo,2023-06-07 08:32:23.341601
2131,BruceWillis,2024-04-26 06:49:23.129133
103,FilmFestival,2023-06-20 16:49:08.982703
3050,Piracy,2023-08-08 06:44:30.448306
1472,Mixing,2024-03-15 10:01:36.838457
1826,ADR,2023-07-14 20:23:31.142093
1279,ExecutiveProducer,2023-07-08 08:01:18.111204
784,Spinoff,2024-03-07 14:41:52.765007
1488,Celebration,2023-07-02 14:32:09.770174
1047,ComicBook,2023-12-11 08:55:57.624888
2427,FilmHistory,2024-03-19 00:51:33.310519
1528,Flashforward,2023-10-28 04:12:01.132244
3420,BoomOperator,2023-12-18 14:49:59.445027
256,FilmAesthetics,2023-12-17 04:42:40.335393
2599,FilmAnalysis,2024-04-21 12:28:57.968717
3435,FilmNarrative,2023-10-06 23:59:06.953017
945,ActionPoster,2023-06-26 22:43:36.533119
1477,Tarantino,2024-03-12 14:30:26.068645
2752,Biopic,2023-08-31 11:07:58.276669
3091,Mixing,2024-02-28 02:16:13.733314
326,Flashforward,2023-12-09 20:12:38.222104
207,FadeOut,2023-05-13 12:06:21.833517
2385,Cameo,2023-07-11 03:26:41.328040
3372,FilmSemiotics,2023-06-21 21:16:31.091600
1001,Lecture,2024-03-23 22:06:25.175369
3508,FilmSemiotics,2023-05-10 00:41:32.315103
3578,Cameo,2023-09-24 05:27:49.359334
3429,CrossPromotion,2024-01-26 13:16:10.389731
3518,BehindTheScenes,2024-01-14 02:59:42.838866
2080,Billboard,2023-10-03 04:30:09.203219
3779,ProductionDesignBook,2023-12-20 15:14:57.664496
2206,ArtDirection,2024-02-27 22:17:27.898781
1517,Take,2024-03-12 03:31:36.337869
558,Tribute,2024-03-04 02:12:48.986623
1320,MovieMagic,2023-08-29 06:37:06.746275
3437,InternationalPoster,2023-12-12 14:21:18.734768
3729,Panel,2023-08-04 15:19:22.074393
804,Mono,2024-01-14 07:54:04.564574
1779,Argument,2023-07-03 11:03:21.633818
3238,Screenplay,2023-09-09 11:11:08.180996
3580,Billboard,2023-05-09 17:18:03.034274
2955,InternationalPoster,2023-06-16 05:22:01.593780
2628,GreenScreen,2023-05-11 00:48:45.816370
1298,BoxOffice,2024-05-04 04:22:05.341143
1239,HairStyling,2023-06-02 14:26:57.273673
209,Montage,2023-10-31 01:04:59.331729
1616,ScienceFiction,2024-04-30 22:17:41.614232
1865,MatchCut,2023-08-13 11:08:36.895028
292,SpecialEffects,2023-06-06 18:14:58.433626
1969,ActionPoster,2023-10-25 21:44:19.932297
1685,BehindTheScenesBook,2023-10-31 06:49:08.950544
233,NewspaperAd,2024-04-08 14:42:03.113726
3750,Demonstration,2023-08-07 17:55:28.910585
1207,Soundtrack,2023-09-13 00:58:20.118996
2084,History,2024-04-28 08:51:24.656267
1022,3D,2023-12-07 21:39:49.912541
3949,PressJunket,2023-07-02 09:35:04.699017
997,SplitScreen,2023-05-16 16:54:22.448591
2043,TeaserTrailer,2023-05-29 05:46:17.593206
3003,Zoom,2023-05-21 09:03:12.984847
3755,Demonstration,2024-05-02 20:09:14.706488
2677,PressJunket,2023-10-10 08:53:21.219676
1493,Popcorn,2023-08-06 14:00:02.974201
3960,Wardrobe,2023-09-21 17:38:06.571093
431,WrapParty,2023-12-30 03:00:25.162855
333,Romance,2023-07-17 11:18:31.119458
701,FilmStyle,2024-02-03 02:10:54.316070
1509,Spinoff,2024-03-16 11:32:53.932535
1047,Launch,2024-02-22 08:15:19.884696
3357,LongShot,2023-11-06 03:47:34.277918
1270,Tilt,2023-07-15 08:40:05.567225
1383,FilmNarrative,2024-02-07 06:43:24.069173
3900,Animation,2023-06-23 03:05:00.223118
770,GreenBandTrailer,2023-10-01 12:30:44.269380
2616,Monologue,2024-01-12 02:46:48.746884
1113,Romance,2023-05-21 14:04:23.765227
3338,Oscar,2023-11-23 21:27:02.032567
3853,TieIn,2023-11-08 17:55:15.276297
1656,Celebration,2023-11-07 16:10:35.418846
866,FadeIn,2023-09-29 11:06:23.294269
2682,StaticShot,2023-07-06 20:18:18.182558
1311,FilmHistory,2024-04-12 22:20:04.007393
1846,Soundtrack,2023-12-02 14:03:11.242762
3903,FilmHistory,2024-03-23 00:41:45.375314
3340,Flashforward,2023-06-27 01:12:06.098552
3970,ForeignFilm,2023-11-10 09:48:51.102792
1749,Rehearsal,2023-07-25 22:06:22.597577
132,Insert,2023-09-02 10:52:43.431943
209,DolbyAtmos,2024-03-01 02:09:16.981794
716,Spielberg,2024-04-01 04:12:14.388089
2154,Foley,2024-05-03 12:32:18.074214
798,FilmLanguage,2024-04-21 08:52:37.334732
3019,ScienceFiction,2023-07-13 18:18:35.309287
3222,InternationalPoster,2023-07-19 06:57:18.678537
2642,AmbientSound,2023-07-02 05:52:20.273083
2983,Convention,2023-11-06 12:45:39.905255
988,Homage,2024-04-04 11:35:45.861291
3509,MatchCut,2023-10-08 18:37:44.165929
1031,Symposium,2023-09-09 09:55:46.013480
1858,Spot,2023-09-13 19:04:52.342746
1630,Score,2024-03-17 06:23:21.861444
271,Afterparty,2023-11-08 05:15:55.095323
3711,Demonstration,2023-07-23 16:04:42.346611
2366,Mixing,2023-12-12 23:57:56.583431
104,HairStyling,2023-12-24 22:25:50.268435
156,Mystery,2023-05-15 20:56:56.087424
1329,AmbientSound,2024-04-03 14:24:52.715204
2845,TheatericalTrailer,2023-10-17 09:47:53.999731
1638,Foley,2024-02-24 23:19:31.985851
1224,ParallelEditing,2024-01-29 06:51:36.182083
950,Drama,2023-08-10 22:18:14.720922
1797,Actress,2023-08-29 03:36:30.056343
3798,FilmForm,2023-07-17 10:33:25.871636
3223,FilmAesthetics,2024-04-25 09:16:36.697193
1725,Thriller,2023-05-13 22:52:46.307333
1398,Animation,2023-12-19 21:31:48.217511
88,Reception,2024-04-17 04:11:41.567889
185,Interrogation,2023-12-21 02:34:17.725932
2991,FilmAesthetics,2023-11-02 04:20:27.347042
169,Score,2023-05-31 12:40:36.962758
1066,Teaser,2024-04-10 21:59:37.087472
2454,CharacterPoster,2024-01-10 17:50:36.561056
2644,FilmIndustry,2024-04-26 03:04:34.788117
3846,Insert,2023-11-08 11:49:02.718497
189,7.1,2024-04-19 00:37:39.500851
1013,TVSpot,2023-08-06 06:59:36.079578
735,FilmNoir,2024-03-17 23:48:06.959825
1751,OriginalStory,2023-12-03 05:48:14.106355
3924,Western,2023-06-26 20:25:43.637128
253,BoardGame,2023-10-08 00:38:08.291074
3933,CGI,2024-03-03 12:14:10.323512
259,Monologue,2024-04-16 16:11:36.188883
3258,Stereo,2023-05-08 20:06:25.882336
757,Interrogation,2024-02-29 14:24:54.898547
2042,SpecialEffects,2023-11-24 07:28:14.617118
3707,ActionFigures,2024-01-26 14:51:16.395813
2600,FoleyArtist,2023-07-25 19:02:34.292513
3746,PressConference,2023-07-06 02:38:16.369187
774,DreamSequence,2024-03-06 11:15:52.051889
1435,RedCarpet,2024-03-17 07:29:23.378279
2235,Convention,2024-03-23 22:09:50.359101
767,InternationalTrailer,2023-07-11 13:54:29.424282
2953,ArtBook,2023-05-14 11:20:52.426353
2740,Nemo,2023-09-28 09:57:30.030910
2026,Dialogue,2023-11-17 01:02:35.811009
2059,War,2023-11-23 16:20:41.865181
1332,Cinematography,2023-05-30 10:03:33.864789
852,Hitchcock,2024-03-24 20:14:09.964121
2522,Dialogue,2024-03-07 08:26:01.661849
3211,Soundtrack,2024-04-25 02:30:08.209219
1894,BluRay,2023-06-07 04:46:35.815610
3207,Celebration,2023-10-04 02:41:09.080231
776,MovieMagic,2023-08-23 13:55:29.461430
3279,CloseUp,2023-09-16 13:40:12.162277
3365,Frame,2023-09-17 20:55:58.017957
1170,MakeupArtist,2023-11-18 23:56:03.661951
1692,Fantasy,2023-10-30 20:47:33.925620
1837,Afterparty,2024-01-27 12:36:47.290026
2861,Reboot,2023-05-10 15:47:41.714126
1543,Mono,2024-03-09 17:35:16.944759
1223,Exhibition,2023-11-30 06:31:17.620093
2786,DTS,2023-07-28 01:39:30.108225
371,Interview,2024-04-10 01:52:48.157486
1171,Score,2024-01-08 16:49:02.207277
2400,FilmGenre,2024-01-18 07:02:33.848600
928,MakeupArtist,2023-11-22 21:10:55.110612
3491,Convention,2023-11-15 07:27:34.895221
1306,Afterparty,2023-12-01 13:40:27.297524
2503,FilmLanguage,2023-12-25 12:30:43.643093
2248,HarryPotter,2023-11-22 23:40:08.515248
744,LordOfTheRings,2023-06-16 05:09:26.986527
2929,WrapParty,2023-06-26 20:38:55.632927
1708,Gala,2023-11-30 11:13:39.167596
2078,AwardSeason,2023-10-06 19:59:42.391744
3508,Q&A,2023-05-28 02:42:47.344404
2020,MovieMagic,2023-09-12 18:08:37.408551
3029,Cut,2024-03-14 14:01:18.137357
2602,Teaser,2023-11-12 21:13:54.428440
3671,Manga,2023-12-02 12:35:32.319918
1818,Argument,2024-04-09 10:04:36.104826
3803,FilmCriticism,2023-09-02 03:27:47.522647
2597,FilmHistory,2023-11-26 10:20:50.871339
1592,Flashforward,2024-02-05 08:07:35.927945
675,BehindTheScenesBook,2023-06-16 10:54:18.108782
3588,Spot,2024-01-15 16:31:38.831875
2268,Soundtrack,2024-03-21 07:47:55.070085
3589,Makeup,2024-02-26 03:18:19.084038
2586,MatchCut,2024-02-28 06:33:24.059608
3188,ForeignFilm,2023-06-18 09:48:51.154954
1439,VoiceOver,2023-06-30 17:43:20.677096
1712,Retrospective,2024-03-30 14:31:17.739532
377,Debate,2023-05-21 07:05:30.245465
860,Premiere,2024-03-23 17:40:17.939662
2955,SoundtrackAlbum,2023-12-17 08:37:22.149064
563,FilmCriticism,2023-11-01 23:01:40.564692
1632,Dolly,2023-09-24 12:28:41.240132
1629,SurroundSound,2023-09-12 23:29:40.822386
267,Wardrobe,2023-05-29 14:21:45.808057
1192,Discussion,2024-04-25 11:41:54.634806
1075,Crime,2024-03-17 10:28:37.096532
1797,Montage,2023-07-26 03:01:12.980873
663,Mixing,2023-08-17 17:52:33.726048
768,Interview,2023-12-29 09:09:58.358761
340,Cannes,2024-03-10 11:27:35.936832
3294,Panel,2024-03-04 07:59:36.746844
3693,Cinematography,2023-12-30 10:33:19.619483
263,Voiceover,2023-12-01 09:46:02.600844
3704,VisualEffects,2023-09-13 21:21:04.054456
3394,FilmStructure,2024-04-30 12:30:21.448717
1172,Mystery,2023-05-15 10:23:50.762046
2662,Premiere,2023-10-30 19:19:59.355983
110,Argument,2023-08-03 14:13:22.019452
2572,History,2024-02-12 10:56:51.349769
1270,Spot,2023-08-09 17:13:44.061426
2997,5.1,2023-12-27 19:56:20.466983
1260,Adaptation,2023-08-27 21:54:07.611270
3455,CeremonieCesar2020,2023-07-31 03:06:29.183383
151,FilmStructure,2023-06-15 08:10:39.450779
2771,TeaserTrailer,2024-03-23 07:43:55.479851
1887,Franchise,2023-05-27 15:53:21.875234
3838,Indie,2024-04-20 00:44:23.232837
1466,FilmAnalysis,2023-12-05 03:10:26.145042
20,SilentFilm,2023-09-08 23:44:57.212030
393,Reboot,2023-08-19 01:32:21.922687
2140,SoundtrackAlbum,2023-06-01 23:22:38.780380
2972,VoiceOver,2023-06-24 12:31:59.204067
1168,Pan,2024-05-05 03:30:58.069504
2414,Cannes,2023-12-05 12:54:56.300197
2938,TeaserPoster,2023-06-27 07:35:15.696413
3777,Masterclass,2023-08-29 17:44:06.879861
1779,Actress,2023-11-27 05:24:51.926285
1867,ParallelEditing,2023-09-13 20:29:52.565212
541,Q&A,2023-11-01 15:20:48.864440
3662,SoundEditing,2023-10-30 19:26:20.022866
2490,FilmStructure,2024-01-23 19:55:24.397394
1026,ScoreAlbum,2023-12-29 06:08:53.545509
413,Superhero,2023-05-29 13:28:08.784763
3333,Western,2023-10-19 03:16:24.462646
1192,BoxOffice,2023-05-23 17:43:20.179824
3788,TeaserPoster,2023-06-21 14:54:01.904537
2940,AwardSeason,2024-03-29 07:32:13.407011
1467,BusStopPoster,2023-09-14 17:52:29.192268
900,MidnightScreening,2023-08-06 10:28:33.127703
3420,ForeignFilm,2024-03-27 08:01:09.743793
1629,SubwayPoster,2024-01-16 03:56:47.452747
796,Soundtrack,2023-06-09 00:55:50.149238
2730,FilmMaking,2023-06-12 10:12:02.792174
1081,FilmAesthetics,2024-02-20 02:26:21.999418
2254,Crane,2023-05-27 01:34:44.591105
3037,Comedy,2023-06-08 05:13:24.294557
3977,MagazineAd,2023-10-17 04:11:44.168128
1453,Voiceover,2024-01-15 04:21:22.267152
1592,Action,2023-10-29 08:23:51.281925
3133,DreamSequence,2024-04-08 09:48:06.154336
2000,MidnightScreening,2023-10-31 07:19:39.324653
1766,Western,2023-08-01 14:11:20.159138
3030,BoomOperator,2023-09-29 14:04:51.521698
3988,DreamSequence,2024-01-04 21:00:45.573623
2934,Dialogue,2024-04-11 17:42:40.628143
3620,Keynote,2023-12-08 16:12:01.260504
3377,EstablishingShot,2024-01-21 19:05:18.866636
2891,Spielberg,2023-10-13 18:55:34.212946
2436,FilmScore,2023-12-30 06:07:08.679219
462,ForeignFilm,2023-10-24 15:21:35.690901
2245,Rehearsal,2024-04-19 23:10:23.894819
417,Teen,2023-12-04 13:24:31.905491
3981,Adaptation,2023-08-06 07:52:37.179036
3690,Horror,2023-07-19 16:17:49.528002
480,Actor,2023-12-04 06:18:51.292833
683,PressJunket,2024-04-20 19:37:57.300238
1258,Promo,2023-08-26 06:44:59.403941
2403,RadioSpot,2023-11-14 05:26:43.256896
569,PerformanceCapture,2024-02-18 02:36:48.144506
3615,FilmForm,2023-11-24 20:25:03.642199
1612,Adaptation,2024-04-15 06:30:55.559427
1520,Storyboard,2023-08-16 04:13:19.762926
2982,MakeupArtist,2024-03-22 05:53:17.508841
628,DolbyAtmos,2023-08-09 13:05:51.841153
1593,FadeIn,2023-08-21 01:57:21.260520
2630,DolbyAtmos,2023-07-04 18:41:03.062904
3114,CloseUp,2023-09-28 01:20:39.282436
1168,CrossPromotion,2024-03-16 19:17:28.422196
537,Score,2024-04-28 19:14:46.853012
117,Screening,2023-06-07 12:28:31.678420
427,Action,2024-04-07 11:56:21.804862
2397,Tribute,2023-09-12 07:41:27.863965
3039,CGI,2023-06-17 23:52:31.749153
3598,InternationalPoster,2023-06-19 17:07:58.701262
1913,RedCarpet,2024-02-08 20:15:10.652273
2859,Screening,2023-12-02 16:08:52.100345
1723,Celebration,2023-07-06 10:20:40.371759
36,Zoom,2023-06-03 06:18:20.147317
3086,Reception,2023-11-12 04:04:42.354315
2597,Western,2024-01-09 06:51:27.689902
2844,CharacterPoster,2023-10-12 11:39:50.795207
1279,Homage,2024-04-04 13:37:25.086787
2822,Insert,2023-07-01 07:16:48.955926
457,Mystery,2024-03-06 03:11:32.988723
3810,FilmCritic,2023-09-20 10:14:34.661518
1637,Shot,2023-11-22 11:25:17.625327
3363,FilmHistory,2024-04-05 04:13:17.485519
2079,LordOfTheRings,2024-03-05 14:51:12.997995
1181,Streaming,2023-06-22 22:28:45.954385
2004,DCComics,2024-04-13 12:02:31.626667
247,MotionCapture,2023-06-22 00:47:46.992889
1843,Spielberg,2024-02-22 11:26:12.421234
1253,Screenplay,2024-02-01 20:50:18.911948
98,Foley,2024-02-17 17:47:24.922950
622,CostumeDesign,2023-08-05 06:56:02.693928
570,OnSet,2023-08-18 17:26:40.155618
202,RedBandTrailer,2024-03-11 21:30:19.155748
549,Scene,2023-10-15 21:40:52.601452
2822,Demonstration,2023-09-26 01:06:04.400107
1750,Convention,2024-02-06 12:19:01.923402
1780,PerformanceCapture,2024-02-23 08:11:36.757971
665,FilmForm,2023-12-13 00:41:19.294136
394,FilmTheory,2023-05-12 23:00:06.570827
3775,SoundEditing,2023-09-13 00:11:38.540664
3316,FilmForm,2023-09-07 21:08:05.742108
698,Premiere,2024-05-04 21:33:03.353595
3968,Keynote,2023-10-07 05:27:30.289711
916,Interrogation,2023-09-02 19:47:22.029475
554,FilmForm,2023-07-13 18:50:45.377945
3192,PressConference,2024-04-15 07:56:10.559133
3786,MovieReview,2023-09-20 19:15:42.698069
550,FilmLanguage,2024-04-14 02:58:42.587867
1116,Oscar,2023-09-08 04:38:37.567112
3804,BruceWillis,2024-01-10 15:26:55.458579
2893,SoundDesign,2023-11-28 20:06:57.889174
3993,FilmNarrative,2023-06-08 20:33:46.829255
1528,ActionFigures,2023-07-17 05:01:12.946324
232,Marvel,2024-01-25 06:30:42.936672
2729,SetDecoration,2023-07-20 07:50:58.847508
3249,ViralMarketing,2023-05-15 22:32:00.399889
1457,FilmSemiotics,2023-07-11 20:31:51.568518
1304,Q&A,2024-01-04 01:29:37.833722
190,DiegeticSound,2024-03-11 09:05:17.529537
1059,Homage,2024-04-10 15:28:24.051895
3906,FilmAesthetics,2023-12-08 13:05:25.049289
1018,Spinoff,2023-11-10 09:21:16.676187
1228,TeaserPoster,2023-06-13 03:14:19.289315
2982,Dialogue,2023-08-06 11:40:03.040449
380,FilmEditing,2024-03-23 18:39:18.724273
2681,Merchandising,2024-01-17 07:35:47.097240
3009,Soliloquy,2024-01-02 10:45:58.335996
1522,FilmClub,2023-11-01 15:10:01.650305
926,Sport,2023-07-21 17:27:19.655518
612,FilmCriticism,2023-06-26 23:19:12.733829
1472,Makeup,2023-06-06 00:39:16.856124
401,Mono,2023-06-23 05:47:42.499226
3691,FilmStructure,2024-01-08 17:53:45.092421
1045,Streaming,2023-10-22 00:36:35.680163
2594,MovieTheater,2023-09-20 03:23:49.392243
3752,Superhero,2023-11-07 14:32:43.877537
1085,Blockbuster,2023-10-20 04:56:45.181587
3550,DTS,2023-09-16 13:35:34.420616
650,DCComics,2023-06-16 02:50:48.555382
3633,Foley,2023-10-05 10:04:53.736903
641,FilmStructure,2024-01-25 17:33:43.509094
1112,HarryPotter,2023-05-21 00:59:59.220590
2252,LordOfTheRings,2023-08-10 13:25:57.727607
534,ExecutiveProducer,2023-10-24 00:25:29.730577
1469,MovieTheater,2023-10-11 19:41:37.616820
2734,Masterclass,2024-02-03 09:16:02.449641
2371,FilmAnalysis,2023-08-20 09:54:01.609186
2601,Webinar,2023-06-22 03:46:36.438280
537,Screenplay,2023-12-26 09:13:25.819860
350,BusStopPoster,2023-07-25 13:07:40.111549
3541,Animation,2023-08-16 19:18:45.557904
3340,Teaser,2023-11-21 08:22:22.740489
1797,CostumeDesignBook,2023-10-20 03:01:09.354028
3576,Family,2024-04-11 03:52:47.543588
895,Actress,2023-09-06 06:36:50.410813
2361,TeaserTrailer,2023-05-09 04:57:25.989712
973,Superhero,2024-03-18 12:51:14.391584
3146,CharacterPoster,2023-11-23 16:55:18.366373
2770,Action,2024-01-26 07:05:22.714001
871,Keynote,2024-03-05 09:34:55.205590
2830,ActionPoster,2024-02-09 23:24:54.990957
2287,FilmSemiotics,2023-06-13 06:45:04.190400
33,Banter,2023-09-20 10:40:44.220848
1992,TheatericalTrailer,2024-02-11 23:12:01.214722
1984,Narration,2023-06-14 14:35:13.188914
3818,Sequel,2023-12-27 07:44:02.277883
1665,Festival,2023-11-21 21:37:45.692784
2249,FilmNarrative,2023-05-23 18:58:25.910914
3045,Screenplay,2023-11-07 06:20:42.995449
2737,ComicBook,2023-08-08 22:16:07.784775
3630,FadeOut,2023-07-12 11:24:00.028667
711,SupportingRole,2024-04-29 17:54:35.262237
2321,Crime,2024-03-13 16:09:04.900316
3136,Convention,2023-12-17 19:00:55.310875
2466,FilmLanguage,2023-05-11 06:00:34.655145
1479,Action,2023-08-17 09:39:10.604147
587,Animation,2023-11-14 02:20:46.416770
2674,ClosingNight,2023-06-21 20:10:41.137729
393,Dubbing,2024-04-12 17:12:47.741757
3481,Wardrobe,2023-11-26 20:47:16.887661
562,FilmEditing,2024-01-01 14:33:59.879953
909,CrossPromotion,2024-04-08 14:16:38.047758
3622,Seminar,2024-03-26 18:05:03.242908
3379,FilmSchool,2024-02-11 09:54:16.747504
2002,MagazineAd,2024-04-22 18:45:29.940933
3947,Adventure,2024-01-19 16:31:27.732968
1874,FilmHistory,2023-12-03 03:20:40.382126
3420,FilmClub,2023-07-12 16:47:48.287345
3245,TeaserTrailer,2023-08-12 14:05:42.958152
1555,Mystery,2023-12-11 00:54:22.621139
1806,MotionCapture,2023-05-22 11:30:35.888896
2730,ConceptArt,2023-10-20 00:38:30.060317
3903,Mastering,2024-01-16 07:35:59.680220
1352,FilmAesthetics,2024-01-20 10:07:11.395515
2200,Nemo,2023-10-13 18:08:26.436095
3848,Manga,2024-03-12 04:48:13.163336
2628,HarryPotter,2024-02-06 11:19:05.478839
1674,TheatericalTrailer,2024-03-14 07:58:46.158397
477,AwardSeason,2024-04-06 19:25:14.153030
3126,HarryPotter,2023-12-22 20:55:35.092093
1952,TieIn,2023-11-01 16:17:49.712011
1727,FilmGenre,2024-01-25 00:00:53.385063
2394,ProductPlacement,2023-12-14 21:50:28.266546
2223,AmbientSound,2023-12-30 03:37:36.419328
516,MovieMagic,2023-06-18 07:29:41.446871
1409,FilmForm,2023-11-22 16:13:06.237713
3898,IMAX,2023-12-12 01:23:14.649992
1781,IMAX,2023-10-20 10:49:26.331135
182,Musical,2023-12-21 08:40:55.903308
1435,Panel,2024-03-11 05:23:16.073976
725,Discussion,2023-12-22 04:02:35.213816
2915,Marvel,2023-07-24 13:26:42.700866
3565,FilmClub,2023-05-24 23:18:43.669110
174,PressConference,2024-04-22 11:37:59.446944
111,Banter,2024-01-11 15:46:35.936893
1801,FilmNarrative,2024-03-19 18:13:58.472061
2265,FilmFestival,2024-03-04 08:59:50.702949
2104,FilmAesthetics,2024-02-09 09:34:55.278834
3430,Looping,2023-07-14 00:23:02.125754
868,CostumeDesign,2023-05-11 00:55:22.230964
1423,Musical,2023-12-01 16:45:31.116331
752,StoryboardArt,2024-02-10 15:29:24.988996
1819,CharacterPoster,2024-03-13 08:07:26.795954
835,TheatericalTrailer,2024-04-01 00:19:52.019505
3582,Argument,2023-12-30 02:01:53.447199
2310,DolbyAtmos,2023-12-26 09:43:47.410760
929,RedBandTrailer,2024-02-25 00:37:38.469580
1202,BehindTheScenes,2023-10-09 21:51:30.805153
1725,Insert,2024-05-03 00:36:37.147494
3175,FilmClub,2023-10-27 23:27:12.934786
2376,VoiceOver,2023-07-18 14:16:40.724642
3433,InternationalTrailer,2023-05-30 22:31:44.087569
3486,Webinar,2023-11-22 04:26:46.543319
231,Sport,2023-08-15 09:19:10.703352
1983,Assembly,2023-09-16 19:28:41.286058
2432,SoundEffect,2023-06-08 16:39:41.104575
1412,FilmAnalysis,2024-04-26 15:03:48.658082
2554,Tutorial,2023-06-26 13:31:48.926869
2602,Discussion,2023-10-09 17:54:32.272158
