ID_Artiste,nom,sexe,nb_Oscars
849,Samuel Lewis,masculine,2
850,Melanie Schneider,feminine,8
851,Donald Potter,masculine,4
852,Terry Hendricks,feminine,15
853,Erin Montgomery,masculine,23
854,George Berry,feminine,24
855,Melinda Wallace DVM,feminine,18
856,Jennifer Gonzalez MD,masculine,28
857,Gabriela Sutton,masculine,14
858,Mrs. Katrina Brown,feminine,0
859,James Moore,feminine,28
860,Dylan Taylor,feminine,12
861,Gregory Hicks,feminine,7
862,David Clark,masculine,0
863,Mark Brown,masculine,1
864,Joseph Kramer,feminine,15
865,Nicholas Norris,feminine,5
866,Michael Anthony,feminine,17
867,Ashley Palmer,feminine,7
868,Michael Mcgee,masculine,16
869,Kathleen Irwin,feminine,2
870,Angelica Thomas,masculine,7
871,Barbara Malone,masculine,9
872,Daniel Johnson,masculine,6
873,Amber Scott,feminine,7
874,Christopher Martin,feminine,22
875,Donna Bowers,feminine,20
876,Lauren Rodriguez MD,feminine,30
877,Brittany Jackson,masculine,23
878,Daniel Kramer,masculine,22
879,Andrew Rodriguez,feminine,16
880,Randy Gonzalez,feminine,18
881,Tony Vargas,masculine,24
882,Kimberly Mcgee,feminine,6
883,Jeanette Morgan,feminine,20
884,Crystal Cohen,masculine,1
885,Jennifer Carter DVM,feminine,8
886,Phillip Allen,feminine,24
887,Stephen Blanchard,feminine,29
888,James James,feminine,25
889,Kimberly Alvarez,masculine,25
890,Mark Gross,feminine,24
891,Janet Gilbert,masculine,23
892,Meghan White,masculine,27
893,Catherine Chan,masculine,23
894,April Dean MD,feminine,22
895,Brittany Hartman,masculine,27
896,Bruce Miles,feminine,25
897,Keith Christensen,feminine,19
898,Kenneth Horn,feminine,5
899,Vanessa Harvey,masculine,17
900,Jesse White,masculine,23
901,Christine Little,masculine,6
902,William Bryant,feminine,21
903,Kyle Hendricks,masculine,0
904,Matthew Mason,feminine,9
905,Brian Christensen,feminine,5
906,Mr. Alexander Williams,feminine,15
907,Corey Giles,feminine,17
908,Steve Marshall,masculine,20
909,Kenneth Warren,masculine,16
910,Theresa Kim,masculine,18
911,Leah Hart,masculine,26
912,Ashley Garcia MD,masculine,24
913,Ronald Smith,masculine,14
914,Karen Morris,feminine,15
915,Kimberly Kelley,masculine,16
916,Brooke Patrick,feminine,13
917,Troy Pena,feminine,13
918,Rebecca Nielsen,masculine,30
919,Omar Perez,feminine,25
920,Tina Galvan,masculine,8
921,Caroline Lutz,feminine,25
922,Sarah Sharp,feminine,9
923,Alicia Brown,masculine,27
924,Stephanie Clark,masculine,20
925,Kenneth Torres,feminine,24
926,Aimee Long,masculine,7
927,David Graham,feminine,13
928,Kathryn Lopez,masculine,16
929,Kathleen Summers,masculine,24
930,Maxwell Floyd,masculine,7
931,Maria Franco,masculine,15
932,Jeremiah Beck,feminine,15
933,Gabriel Lee,masculine,22
934,Morgan Harrison,feminine,26
935,Mr. Douglas Stewart PhD,masculine,25
936,Kimberly Boyd,feminine,8
937,Nathan Frank,feminine,21
938,David Lopez,masculine,22
939,Beth Cunningham,feminine,11
940,Valerie Frye,feminine,27
941,James Nguyen,feminine,5
942,Donald Gardner,feminine,4
943,Philip Little,feminine,7
944,Kyle Jones,masculine,25
945,Gary Miller,masculine,24
946,Frank Jensen,feminine,4
947,Juan Murphy,feminine,18
948,Michael Cook,feminine,24
949,James Lee,feminine,20
950,Courtney Roberts,masculine,7
951,Stephanie Hernandez,masculine,8
952,Brandon Perkins,feminine,17
953,Natasha Hodge MD,feminine,13
954,Alejandro Alexander,masculine,24
955,Laura Villanueva,masculine,26
956,Paul Stewart,masculine,10
957,Alexandria Valenzuela,masculine,26
958,Kelly Evans,feminine,23
959,William White,feminine,4
960,Angel Harris,masculine,19
961,Cheryl Nguyen,masculine,17
962,Margaret Manning,feminine,7
963,Brittany Spence,masculine,26
964,John Bean,feminine,2
965,Matthew Barrera,masculine,28
966,Angel Harper,masculine,7
967,Kimberly Mcdonald,feminine,16
968,Paul Williams,feminine,13
969,Jeremiah Thornton,feminine,20
970,Danielle Lambert,masculine,22
971,Natasha Stanton PhD,masculine,28
972,Jake Lopez,feminine,24
973,Vincent James,feminine,28
974,Kristi Vargas,masculine,18
975,George Neal,feminine,20
976,Veronica Coleman,feminine,28
977,Phillip Brennan,masculine,28
978,Michael Nicholson,feminine,28
979,Michelle Thompson,feminine,21
980,Micheal King,masculine,9
981,Dorothy Daniels,feminine,26
982,Andrea Carter,feminine,5
983,Timothy Juarez,feminine,19
984,Nicholas Lewis,masculine,24
985,Kenneth West,masculine,24
986,John Martin,feminine,21
987,Terrence Chapman,feminine,17
988,Joshua Brown,feminine,10
989,Henry Huffman,feminine,8
990,Justin Hammond,feminine,13
991,Holly Clark,masculine,15
992,Anthony Bradley,feminine,19
993,Jennifer Mitchell,feminine,9
994,Edward Cooper,feminine,29
995,Steven Li,feminine,6
996,Laura Gardner,masculine,28
997,Anne Morrison,feminine,20
998,Matthew Martinez,masculine,14
999,Lisa Zimmerman,feminine,16
